sentence,translation,pronunciation,tts_pronunciation,tags,cloze,key_meaning
クリーニングに出してくる。,I'll take this to the dry cleaner.,クリーニングに出し【だし】てくる。,クリーニングにだしてくる。,dry-cleaning,クリーニング,dry cleaning
シミ抜きをお願いします。,Please remove the stain.,シミ抜き【しみぬき】をお願い【ねがい】します。,シミしみぬきを、おねがいします。,dry-cleaning,シミ抜き,stain removal
仕上がりはいつですか?,When will it be ready?,仕上がり【しあがり】はいつですか?,しあがりはいつですか?,dry-cleaning,仕上がり,completion
受け取りに来ました。,I came to pick it up.,受け取り【うけとり】に来【き】ました。,うけとりにきました。,dry-cleaning,受け取り,pickup
今日は何曜日?,What day is it today?,今日【きょう】は何曜日【なんようび】?,きょうはなんようび?,time,何曜日,what day
来週の火曜日はどう?,How about next Tuesday?,来週【らいしゅう】の火曜【かよう】日【ひ】はどう?,らいしゅうのかようひはどう?,time,火曜日,Tuesday
再来週に予定がある。,I have plans the week after next.,再来【さらい】週【しゅう】に予定【よてい】がある。,さらいしゅうによていが、ある。,time,再来週,week after next
先日はありがとうございました。,Thank you for the other day.,先日【せんじつ】はありがとうございました。,せんじつはありがとうございました。,time,先日,the other day
月末までに終わらせて。,Finish it by the end of the month.,月末【げつまつ】までに終わら【おわら】せて。,げつまつまでにおわらせて。,time,月末,end of month
来月の予定を確認しよう。,Let's check next month's schedule.,来月【らいげつ】の予定【よてい】を確認【かくにん】しよう。,らいげつのよていを、かくにんしよう。,time,予定,schedule
朝の9時に集合です。,We meet at 9 AM.,朝【あさ】の9時【じ】に集合【しゅうごう】です。,あさの9じにしゅうごうです。,time,集合,gather/meet
夕方6時に帰ります。,I'll be back at 6 PM.,夕方【ゆうがた】6時【じ】に帰り【かえり】ます。,ゆうがた6じにかえります。,time,夕方,evening
意識がありません。,They're unconscious.,意識【いしき】がありません。,いしきが、ありません。,ambulance,意識,consciousness
呼吸をしていません。,They're not breathing.,呼吸【こきゅう】をしていません。,こきゅうを、していません。,ambulance,呼吸,breathing
出血がひどいです。,There's severe bleeding.,出血【しゅっけつ】がひどいです。,しゅっけつが、ひどいです。,ambulance,出血,bleeding
心臓マッサージをしています。,I'm doing chest compressions.,心臓【しんぞう】マッサージをしています。,しんぞうマッサージを、しています。,ambulance,心臓マッサージ,chest compressions
AEDはどこですか?,Where is the AED?,AEDはどこですか?,AEDはどこですか?,ambulance,AED,AED
応急処置をしてください。,Please give first aid.,応急【おうきゅう】処置【しょち】をしてください。,おうきゅうしょちを、してください。,ambulance,応急処置,first aid
百均で買い物しよう。,Let's shop at the 100 yen store.,百均【ひゃっきん】で買い物【かいもの】しよう。,ひゃっきんでかいものしよう。,hundred-yen,百均,100 yen store
ホームセンターに行く。,I'm going to the home center.,ホームセンターに行く【いく】。,ホームセンターにいく。,hundred-yen,ホームセンター,home center
収納グッズを探している。,I'm looking for storage items.,収納【しゅうのう】グッズを探し【さがし】ている。,しゅうのうグッズを、さがしている。,hundred-yen,収納グッズ,storage items
DIYの材料を買いたい。,I want to buy DIY materials.,DIYの材料【ざいりょう】を買い【かい】たい。,DIYのざいりょうを、かいたい。,hundred-yen,材料,materials
歯医者の予約を取った。,I made a dentist appointment.,歯【は】医者【いしゃ】の予約【よやく】を取っ【とっ】た。,はいしゃのよやくを、とった。,dentist,歯医者,dentist
虫歯があるみたい。,I think I have a cavity.,虫歯【むしば】があるみたい。,むしばが、あるみたい。,dentist,虫歯,cavity
歯が痛い。,My tooth hurts.,歯【は】が痛い【いたい】。,はが、いたい。,dentist,歯,tooth
歯磨きをちゃんとしてね。,Brush your teeth properly.,歯磨き【はみがき】をちゃんとしてね。,はみがきを、ちゃんとしてね。,dentist,歯磨き,brushing teeth
定期検診に行かなきゃ。,I need to go for a regular checkup.,定期【ていき】検診【けんしん】に行か【いか】なきゃ。,ていきけんしんにいかなきゃ。,dentist,定期検診,regular checkup
クリーニングをお願いします。,Cleaning please.,クリーニングをお願い【ねがい】します。,クリーニングを、おねがいします。,dentist,クリーニング,dental cleaning
苦情を言いたいのですが。,I'd like to make a complaint.,苦情【くじょう】を言い【いい】たいのですが。,くじょうを、いいたいのですが。,complaints,苦情,complaint
不良品でした。,It was defective.,不良【ふりょう】品【ひん】でした。,ふりょうひんでした。,complaints,不良品,defective product
返品したいのですが。,I'd like to return this.,返品【へんぴん】したいのですが。,へんぴんしたいのですが。,complaints,返品,return
交換してください。,Please exchange this.,交換【こうかん】してください。,こうかんしてください。,complaints,交換,replace
責任者を呼んでください。,Please call the manager.,責任【せきにん】者【しゃ】を呼ん【よん】でください。,せきにんしゃを、よんでください。,complaints,責任者,manager
どう対応してもらえますか?,How will you handle this?,どう対応【たいおう】してもらえますか?,どうたいおうしてもらえますか?,complaints,対応,handling
予約を取りたいのですが。,I'd like to make a reservation.,予約【よやく】を取り【とり】たいのですが。,よやくを、とりたいのですが。,appointments,予約,reservation
予約をキャンセルしたいのですが。,I'd like to cancel my reservation.,予約【よやく】をキャンセルしたいのですが。,よやくを、キャンセルしたいのですが。,appointments,キャンセル,cancel
予約を変更できますか?,Can I change my reservation?,予約【よやく】を変更【へんこう】できますか?,よやくを、へんこうできますか?,appointments,変更,change
何時が空いていますか?,What times are available?,何時【いつ】が空い【あい】ていますか?,いつが、あいていますか?,appointments,何時,what time
確認のお電話をいただけますか?,Could you call to confirm?,確認【かくにん】のお電話【でんわ】をいただけますか?,かくにんのおでんわを、いただけますか?,appointments,確認,confirmation
不審者がいます。,There's a suspicious person.,不審【ふしん】者【しゃ】がいます。,ふしんしゃが、います。,crime,不審者,suspicious person
