Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent,Audio
お歳暮は何にしよう?,What should we send for year-end gifts?,お歳暮,お歳暮【せいぼ】は何【なに】にしよう?,Gifts,polite,year-end gift,"<ruby class=""vocab"">お歳暮<rt>せいぼ</rt></ruby>",
内祝いを準備しなきゃ。,I need to prepare a thank-you gift.,内祝い,内祝【うちいわ】いを準備【じゅんび】しなきゃ。,Gifts,polite,thank-you gift,"<ruby class=""vocab"">内祝い<rt><span class=""pitch-l"">う</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">い</span><span class=""pitch-l"">わ</span><span class=""pitch-l"">い</span></rt></ruby>",
香典を用意しなきゃ。,I need to prepare condolence money.,香典,香典【こうでん】を用意【ようい】しなきゃ。,Gifts,polite,condolence money,"<ruby class=""vocab"">香典<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">で</span><span class=""pitch-h"">ん</span></rt></ruby>",
お祝いを贈りたいのですが。,I'd like to send a congratulatory gift.,お祝い,お祝【いわ】いを贈【おく】りたいのですが。,Gifts,polite,celebration,"<ruby class=""vocab"">お祝い<rt>おいわい</rt></ruby>",
熨斗をつけてください。,Please attach a noshi.,熨斗,熨斗【のし】をつけてください。,Gifts,polite,noshi,"<ruby class=""vocab"">熨斗<rt><span class=""pitch-l"">の</span><span class=""pitch-h"">し</span></rt></ruby>",
包装をお願いします。,Please wrap it.,包装,包装【ほうそう】をお願【ねが】いします。,Gifts,polite,wrapping,"<ruby class=""vocab"">包装<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">う</span></rt></ruby>",
お返しは何がいいかな?,What should I give in return?,お返し,お返【がえ】しは何【なに】がいいかな?,Gifts,polite,return gift,"<ruby class=""vocab"">お返し<rt>おがえし</rt></ruby>",
もしもし。,Hello (on phone).,もしもし,もしもし。,Phone,polite,hello (phone),"<span class=""vocab""><span class=""pitch-h"">も</span><span class=""pitch-l"">し</span><span class=""pitch-l"">も</span><span class=""pitch-l"">し</span></span>",
〇〇ですが。,This is...,〇〇ですが,〇〇ですが。,Phone,polite,this is (name),"<span class=""vocab"">〇〇ですが</span>",
少々お待ちください。,Please wait a moment.,少々,少々【しょうしょう】お待【ま】ちください。,Phone,polite,a moment,"<ruby class=""vocab"">少々<rt><span class=""pitch-h"">しょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">う</span></rt></ruby>",
伝言をお願いできますか?,Can I leave a message?,伝言,伝言【でんごん】をお願【ねが】いできますか?,Phone,polite,message,"<ruby class=""vocab"">伝言<rt><span class=""pitch-l"">で</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ご</span><span class=""pitch-h"">ん</span></rt></ruby>",
折り返しお電話いただけますか?,Could you call me back?,折り返し,折【お】り返【かえ】しお電話【でんわ】いただけますか?,Phone,polite,callback,"<ruby class=""vocab"">折り返し<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">り</span><span class=""pitch-h"">か</span><span class=""pitch-l"">え</span><span class=""pitch-l"">し</span></rt></ruby>",
留守番電話にメッセージを残しました。,I left a message on the answering machine.,メッセージ,留守【るす】番【ばん】電話【でんわ】にメッセージを残【のこ】しました。,Phone,polite,message,"<ruby class=""vocab"">メッセージ<rt><span class=""pitch-h"">め</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">せ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">じ</span></rt></ruby>",
電話が切れた。,The call dropped.,切れる,電話【でんわ】が切【き】れた。,Phone,polite,disconnect,"<ruby class=""vocab"">切れる<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">る</span></rt></ruby>",
ガソリンを満タンにしてください。,Fill it up please.,ガソリン,ガソリンを満タン【まんたん】にしてください。,Car,polite,gasoline,"<ruby class=""vocab"">ガソリン<rt><span class=""pitch-l"">が</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">ん</span></rt></ruby>",
車検の時期です。,It's time for vehicle inspection.,車検,車検【しゃけん】の時期【じき】です。,Car,polite,vehicle inspection,"<ruby class=""vocab"">車検<rt><span class=""pitch-l"">しゃ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">ん</span></rt></ruby>",
駐車場を探しています。,I'm looking for parking.,駐車場,駐車【ちゅうしゃ】場【じょう】を探【さが】しています。,Car,polite,parking,"<ruby class=""vocab"">駐車場<rt>ちゅうしゃじょう</rt></ruby>",
運転免許の更新に行く。,I'm going to renew my driver's license.,運転免許,運転【うんてん】免許【めんきょ】の更新【こうしん】に行【い】く。,Car,polite,driver's license,"<ruby class=""vocab"">運転免許<rt>うんてんめんきょ</rt></ruby>",
タイヤを交換しなきゃ。,I need to change the tires.,タイヤ,タイヤを交換【こうかん】しなきゃ。,Car,polite,tires,"<ruby class=""vocab"">タイヤ<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">い</span><span class=""pitch-h"">や</span></rt></ruby>",
オイル交換をお願いします。,Oil change please.,オイル交換,オイル交換【こうかん】をお願【ねが】いします。,Car,polite,oil change,"<ruby class=""vocab"">オイル交換<rt>こうかん</rt></ruby>",
今日は晴れです。,It's sunny today.,晴れ,今日【きょう】は晴【は】れです。,Weather,polite,sunny,"<ruby class=""vocab"">晴れ<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">れ</span></rt></ruby>",
明日は雨らしい。,It seems like rain tomorrow.,雨,明日【あす】は雨【あめ】らしい。,Weather,polite,rain,"<ruby class=""vocab"">雨<rt><span class=""pitch-h"">あ</span><span class=""pitch-l"">め</span></rt></ruby>",
台風が近づいている。,A typhoon is approaching.,台風,台風【たいふう】が近【ちか】づいている。,Weather,polite,typhoon,"<ruby class=""vocab"">台風<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ふ</span><span class=""pitch-l"">う</span></rt></ruby>",
梅雨入りしたね。,The rainy season has started.,梅雨入り,梅雨入【つゆい】りしたね。,Weather,polite,rainy season start,"<ruby class=""vocab"">梅雨入り<rt><span class=""pitch-l"">つ</span><span class=""pitch-h"">ゆ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">り</span></rt></ruby>",
猛暑日が続いている。,The extreme heat continues.,猛暑日,猛暑【もうしょ】日【じつ】が続【つづ】いている。,Weather,polite,extreme heat day,"<ruby class=""vocab"">猛暑日<rt>もうしょじつ</rt></ruby>",
花粉症がひどい。,My hay fever is bad.,花粉症,花粉【かふん】症【しょう】がひどい。,Weather,polite,hay fever,"<ruby class=""vocab"">花粉症<rt>かふんしょう</rt></ruby>",
天気予報を見て。,Check the weather forecast.,天気予報,天気【てんき】予報【よほう】を見【み】て。,Weather,polite,weather forecast,"<ruby class=""vocab"">天気予報<rt>てんきよほう</rt></ruby>",
傘を持って行ってね。,Take an umbrella.,傘,傘【かさ】を持【も】って行【い】ってね。,Weather,polite,umbrella,"<ruby class=""vocab"">傘<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">さ</span></rt></ruby>",
火事だ!逃げて!,Fire! Run!,逃げる,火事【かじ】だ!逃【に】げて!,Fire,polite,run/escape,"<ruby class=""vocab"">逃げる<rt><span class=""pitch-l"">に</span><span class=""pitch-h"">げ</span><span class=""pitch-l"">る</span></rt></ruby>",
消火器はどこですか?,Where is the fire extinguisher?,消火器,消火【しょうか】器【き】はどこですか?,Fire,polite,fire extinguisher,"<ruby class=""vocab"">消火器<rt>しょうかき</rt></ruby>",
煙が出ている!,There's smoke!,煙,煙【けむり】が出【で】ている!,Fire,polite,smoke,"<ruby class=""vocab"">煙<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">む</span><span class=""pitch-h"">り</span></rt></ruby>",
非常口はどこですか?,Where is the emergency exit?,非常口,非常【ひじょう】口【くち】はどこですか?,Fire,polite,emergency exit,"<ruby class=""vocab"">非常口<rt>ひじょうくち</rt></ruby>",
避難してください。,Please evacuate.,避難,避難【ひなん】してください。,Fire,polite,evacuate,"<ruby class=""vocab"">避難<rt><span class=""pitch-h"">ひ</span><span class=""pitch-l"">な</span><span class=""pitch-l"">ん</span></rt></ruby>",
火を消して!,Put out the fire!,火を消す,火【ひ】を消【け】して!,Fire,polite,put out fire,"<ruby class=""vocab"">火を消す<rt>ひをけす</rt></ruby>",
クリーニングに出してくる。,I'll take this to the dry cleaner.,クリーニング,クリーニングに出【だ】してくる。,Dry-Cleaning,polite,dry cleaning,"<ruby class=""vocab"">クリーニング<rt><span class=""pitch-l"">く</span><span class=""pitch-h"">り</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">に</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぐ</span></rt></ruby>",
シミ抜きをお願いします。,Please remove the stain.,シミ抜き,シミ抜【ぬ】きをお願【ねが】いします。,Dry-Cleaning,polite,stain removal,"<ruby class=""vocab"">シミ抜き<rt><span class=""pitch-l"">シ</span><span class=""pitch-h"">ミ</span><span class=""pitch-h"">ぬ</span><span class=""pitch-h"">き</span></rt></ruby>",
仕上がりはいつですか?,When will it be ready?,仕上がり,仕上【しあ】がりはいつですか?,Dry-Cleaning,polite,completion,"<ruby class=""vocab"">仕上がり<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">が</span><span class=""pitch-h"">り</span></rt></ruby>",
受け取りに来ました。,I came to pick it up.,受け取り,受【う】け取【と】りに来【き】ました。,Dry-Cleaning,polite,pickup,"<ruby class=""vocab"">受け取り<rt><span class=""pitch-l"">う</span><span class=""pitch-h"">け</span><span class=""pitch-h"">と</span><span class=""pitch-h"">り</span></rt></ruby>",
今日は何曜日?,What day is it today?,何曜日,今日【きょう】は何曜日【なんようび】?,Time,polite,what day,"<ruby class=""vocab"">何曜日<rt>なんようび</rt></ruby>",
来週の火曜日はどう?,How about next Tuesday?,火曜日,来週【らいしゅう】の火曜【かよう】日【ひ】はどう?,Time,polite,Tuesday,"<ruby class=""vocab"">火曜日<rt>かようひ</rt></ruby>",
再来週に予定がある。,I have plans the week after next.,再来週,再来【さらい】週【しゅう】に予定【よてい】がある。,Time,polite,week after next,"<ruby class=""vocab"">再来週<rt>さらいしゅう</rt></ruby>",
先日はありがとうございました。,Thank you for the other day.,先日,先日【せんじつ】はありがとうございました。,Time,polite,the other day,"<ruby class=""vocab"">先日<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">つ</span></rt></ruby>",
月末までに終わらせて。,Finish it by the end of the month.,月末,月末【げつまつ】までに終【お】わらせて。,Time,polite,end of month,"<ruby class=""vocab"">月末<rt><span class=""pitch-l"">げ</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">ま</span><span class=""pitch-h"">つ</span></rt></ruby>",
来月の予定を確認しよう。,Let's check next month's schedule.,予定,来月【らいげつ】の予定【よてい】を確認【かくにん】しよう。,Time,polite,schedule,"<ruby class=""vocab"">予定<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>",
朝の9時に集合です。,We meet at 9 AM.,集合,朝【あさ】の9時【じ】に集合【しゅうごう】です。,Time,polite,gather/meet,"<ruby class=""vocab"">集合<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ご</span><span class=""pitch-h"">う</span></rt></ruby>",
夕方6時に帰ります。,I'll be back at 6 PM.,夕方,夕方【ゆうがた】6時【じ】に帰【かえ】ります。,Time,polite,evening,"<ruby class=""vocab"">夕方<rt><span class=""pitch-l"">ゆ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">が</span><span class=""pitch-h"">た</span></rt></ruby>",
